name,latitude_deg,longitude_deg,country,municipality,iata_code
Lubango Airport,-14.924699783325195,13.574999809265137,AO,Lubango,SDD
Luena Airport,-11.7681,19.897699,AO,Luena,LUO
Uige Airport,-7.60307,15.0278,AO,Uige,UGO
Xangongo Airport,-16.755399703979492,14.965299606323242,AO,Xangongo,XGN
Koulamoutou Mabimbi Airport,-1.1846100091934,12.441300392151,GA,Koulamoutou,KOU
Mouilla Ville Airport,-1.845139980316162,11.056699752807615,GA,Mouila,MJL
Oyem Airport,1.5431100130081177,11.58139991760254,GA,Oyem,OYE
Okondja Airport,-0.665214,13.6731,GA,Okondja,OKN
Lambarene Airport,-0.704389,10.2457,GA,Lambarene,LBQ
Bitam Airport,2.07564,11.4932,GA,Bitam,BMM
Port Gentil Airport,-0.7117390036582947,8.754380226135254,GA,Port Gentil,POG
Omboue Hospital Airport,-1.57473,9.26269,GA,Omboue,OMB
Makokou Airport,0.5792109966278076,12.890899658203123,GA,Makokou,MKU
Libreville Leon M'ba International Airport,0.458600014448,9.4122800827,GA,Libreville,LBV
M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6561599969863892,13.437999725341797,GA,Franceville,MVB
Principe Airport,1.66294,7.41174,ST,São Tomé & Príncipe,PCP
São Tomé International Airport,0.378175,6.71215,ST,São Tomé,TMS
Beira Airport,-19.79640007019043,34.90760040283203,MZ,Beira,BEW
Chimoio Airport,-19.15130043029785,33.42900085449219,MZ,Chimoio,VPY
Inhambane Airport,-23.8764,35.408501,MZ,Inhambane,INH
Lichinga Airport,-13.274,35.2663,MZ,Lichinga,VXC
Maputo Airport,-25.920799,32.572601,MZ,Maputo,MPM
Mueda Airport,-11.6729,39.563099,MZ,Mueda,MUD
Mocímboa da Praia Airport,-11.3618,40.3549,MZ,Mocímboa da Praia,MZB
Nampula Airport,-15.105600357055664,39.28179931640625,MZ,Nampula,APL
Pemba Airport,-12.991762161254885,40.52401351928711,MZ,Pemba / Porto Amelia,POL
Quelimane Airport,-17.855499267578125,36.86909866333008,MZ,Quelimane,UEL
Chingozi Airport,-16.104799270629883,33.640201568603516,MZ,Tete,TET
Vilankulo Airport,-22.018400192260746,35.31330108642578,MZ,Vilanculo,VNX
Seychelles International Airport,-4.67434,55.521801,SC,Mahe Island,SEZ
Praslin Island Airport,-4.319256,55.691561,SC,Praslin Island,PRI
Ouadi Doum Air Base,18.52793,20.188644,TD,Wadi Doum,
Abeche Airport,13.847,20.844299,TD,Abeche,AEH
Moundou Airport,8.62441,16.0714,TD,Moundou,MQQ
N'Djamena International Airport,12.1337,15.034,TD,N'Djamena,NDJ
Faya-Largeau Airport,17.917101,19.111099,TD,Faya-Largeau,FYT
Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,ZW,Bulawayo,BUQ
Buffalo Range Airport,-21.008101,31.5786,ZW,Chiredzi,BFO
Victoria Falls International Airport,-18.09589958190918,25.839000701904297,ZW,Victoria Falls,VFA
Robert Gabriel Mugabe International Airport,-17.931801,31.0928,ZW,Harare,HRE
Kariba International Airport,-16.5198,28.885,ZW,Kariba,KAB
Mutoko Airport,-17.4319,32.184502,ZW,Mutoko,
Masvingo International Airport,-20.0553,30.8591,ZW,Masvingo,MVZ
Gweru - Thornhill Air Base,-19.436718,29.861945,ZW,Gweru,GWE
Hwange National Park Airport,-18.629899978637695,27.020999908447266,ZW,Hwange,HWN
Chileka International Airport,-15.679100036621094,34.9739990234375,MW,Blantyre,BLZ
Dwangwa Airport,-12.517527,34.131877,MW,Dwangwa,DWA
Karonga Airport,-9.953571,33.893264,MW,Karonga,KGJ
Lilongwe International Airport,-13.7894001007,33.78099823,MW,Lilongwe,LLW
Mangochi Airport,-14.483,35.266998,MW,Mangochi,MAI
Mzuzu Airport,-11.4447,34.011799,MW,Mzuzu,ZZU
Moshoeshoe I International Airport,-29.462299346923828,27.552499771118164,LS,Maseru,MSU
Arandis Airport,-22.461875,14.979322,,Arandis,ADI
Grootfontein Airport,-19.6022,18.1227,,Grootfontein,GFY
Katima Mulilo Airport,-17.634258,24.176688,,Mpacha,MPA
Keetmanshoop Airport,-26.539801,18.111401,,Keetmanshoop,KMP
Luderitz Airport,-26.687400817871097,15.242899894714355,,Luderitz,LUD
Mariental Airport,-24.6054,17.9254,,Mariental,
Ondangwa Airport,-17.878201,15.9526,,Ondangwa,OND
Oranjemund Airport,-28.5847,16.446699,,Oranjemund,OMD
Rundu Airport,-17.956499099731,19.719400405884,,Rundu,NDU
Tsumeb Airport,-19.26189994812,17.732500076294,,Tsumeb,TSB
Walvis Bay Airport,-22.9799,14.6453,,Walvis Bay,WVB
Eros Airport,-22.612199783325195,17.080400466918945,,Windhoek,ERS
Hosea Kutako International Airport,-22.4799,17.4709,,Windhoek,WDH
Ndjili International Airport,-4.38575,15.4446,CD,Kinshasa,FIH
Ndolo Airport,-4.32666015625,15.327500343323,CD,N'dolo,NLO
Bandundu Airport,-3.31132,17.381701,CD,Bandundu,FDU
Kikwit Airport,-5.03577,18.785601,CD,Kikwit,KKW
Mbandaka Airport,0.0226000007242,18.2887001038,CD,Mbandaka,MDK
Gbadolite Airport,4.252745,20.975271,CD,Gbadolite,BDT
Gemena Airport,3.23537,19.771299,CD,Gemena,GMA
Lisala Airport,2.17066,21.496901,CD,Lisala,LIQ
Bangoka International Airport,0.481638997793,25.3379993439,CD,Kisangani,FKI
Matari Airport,2.82761,27.588301,CD,Isiro,IRP
Bunia Airport,1.565743,30.220685,CD,Bunia,BUX
Buta Zega Airport,2.818058,24.793997,CD,Buta,BZU
Bukavu Kavumu Airport,-2.30898,28.8088,CD,Kamakombe,BKY
Goma International Airport,-1.66617,29.237929,CD,Goma,GOM
Kindu Airport,-2.91917991638,25.915399551399997,CD,Kindu,KND
Lubumbashi International Airport,-11.5913000107,27.5308990479,CD,Lubumbashi,FBM
Kolwezi Airport,-10.7659,25.505699,CD,Kolwezi,KWZ
Kalemie Airport,-5.87556,29.25,CD,Kalemie,FMI
Kamina Air Base,-8.64202,25.252899,CD,Lumwe,
Kananga Airport,-5.90005,22.4692,CD,Kananga,KGA
Mbuji Mayi Airport,-6.121240139010001,23.569000244099996,CD,Mbuji Mayi,MJM
Modibo Keita International Airport,12.5335,-7.94994,ML,Bamako,BKO
Gao Airport,16.2484,-0.005456,ML,,GAQ
Kayes Dag Dag Airport,14.4812,-11.4044,ML,,KYS
Mopti Ambodédjo International Airport,14.5128,-4.07956,ML,Sévaré,MZI
Timbuktu Airport,16.730499,-3.00758,ML,Timbuktu,TOM
Banjul International Airport,13.338,-16.652201,GM,Banjul,BJL
Fuerteventura Airport,28.4527,-13.8638,ES,El Matorral,FUE
El Hierro Airport,27.8148,-17.8871,ES,El Hierro Island,VDE
La Palma Airport,28.626499,-17.7556,ES,"Sta Cruz de la Palma, La Palma Island",SPC
Gran Canaria Airport,27.9319,-15.3866,ES,Gran Canaria Island,LPA
César Manrique-Lanzarote Airport,28.945499,-13.6052,ES,San Bartolomé,ACE
Tenerife Sur Airport,28.0445,-16.5725,ES,Tenerife,TFS
Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,ES,Tenerife,TFN
Ozurgeti Air Base,41.9291,41.863499,GE,Ozurgeti,
Senaki Air Base,42.2403057198,42.0454931259,GE,Senaki,
Melilla Airport,35.2798,-2.95626,ES,Melilla,MLN
Bo Airport,7.9444,-11.761,SL,Bo,KBS
Kenema Airport,7.896364,-11.174126,SL,Kenema,KEN
Lungi International Airport,8.61644,-13.1955,SL,Freetown (Lungi-Town),FNA
Yengema Airport,8.610469818115234,-11.04539966583252,SL,Yengema,WYE
Osvaldo Vieira International Airport,11.894800186157228,-15.65369987487793,GW,Bissau,OXB
Spriggs Payne Airport,6.28906,-10.7587,LR,Monrovia,MLW
Roberts International Airport,6.23379,-10.3623,LR,Monrovia,ROB
Al Massira Airport,30.322478,-9.412003,MA,Agadir (Temsia),AGA
Tan Tan Airport,28.44820022583008,-11.161299705505373,MA,Tan Tan,TTA
Bouarfa Airport,32.514306,-1.983056,MA,Bouarfa,UAR
Fes Saïss International Airport,33.927299,-4.97796,MA,Saïss,FEZ
Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,MA,Errachidia,ERH
Bassatine Airport,33.879101,-5.51512,MA,Meknes,MEK
Oujda Angads Airport,34.789558,-1.926041,MA,Ahl Angad,OUD
Smara Airport,26.731987,-11.683655,EH,Smara,SMW
Rabat-Salé Airport,34.051498,-6.75152,MA,Rabat,RBA
Dakhla Airport,23.7183,-15.932,EH,Dakhla,VIL
Essaouira-Mogador Airport,31.397499,-9.68167,MA,Essaouira,ESU
Hassan I Airport,27.142467,-13.224947,EH,El Aaiún,EUN
Mohammed V International Airport,33.3675,-7.58997,MA,Casablanca,CMN
Nador Al Aaroui International Airport,34.9888,-3.02821,MA,Al Aaroui,NDR
Menara Airport,31.606899261499997,-8.03629970551,MA,Marrakech,RAK
Kenitra Air Base,34.298901,-6.59588,MA,Kenitra,NNA
Ouarzazate Airport,30.9391002655,-6.909430027010001,MA,Ouarzazate,OZZ
Golog Maqên Airport,34.418066,100.301144,CN,Golog (Maqên),GMQ
Cherif Al Idrissi Airport,35.177101135253906,-3.83951997756958,MA,Al Hoceima,AHU
Sania Ramel Airport,35.594299,-5.32002,MA,Tétouan,TTU
Tangier Ibn Battuta Airport,35.731741,-5.921459,MA,Tangier,TNG
Blaise Diagne International Airport,14.67,-17.073333,SN,Dakar,DSS
Ziguinchor Airport,12.5556,-16.281799,SN,Ziguinchor,ZIG
Cap Skirring Airport,12.39533,-16.748,SN,Cap Skirring,CSK
Kaolack Airport,14.146900177001951,-16.051300048828125,SN,Kaolack,KLC
Léopold Sédar Senghor International Airport,14.7397,-17.4902,SN,Dakar,DKR
Ouro Sogui Airport,15.5936,-13.3228,SN,Ouro Sogui,MAX
Saint Louis Airport,16.049814,-16.461039,SN,Saint Louis,XLS
Bakel Airport,14.847299575805664,-12.468299865722656,SN,Bakel,BXE
Kédougou Airport,12.57229995727539,-12.22029972076416,SN,Kédougou,KGG
Tambacounda Airport,13.73680019378662,-13.65310001373291,SN,Tambacounda,TUD
Nouakchott–Oumtounsy International Airport,18.31,-15.969722,MR,Nouakchott,NKC
Atar International Airport,20.506799697875977,-13.04319953918457,MR,Atar,ATR
Nouadhibou International Airport,20.9330997467041,-17.030000686645508,MR,Nouadhibou,NDB
Conakry International Airport,9.57689,-13.612,GN,Conakry,CKY
Amílcar Cabral International Airport,16.7414,-22.9494,CV,Espargos,SID
Rabil Airport,16.136499404907227,-22.888900756835938,CV,Rabil,BVC
Maio Airport,15.15590000152588,-23.213699340820312,CV,Vila do Maio,MMO
Nelson Mandela International Airport,14.941126,-23.484728,CV,Praia,RAI
Preguiça Airport,16.588852,-24.284132,CV,Preguiça,SNE
São Pedro Airport,16.8332,-25.0553,CV,São Pedro,VXE
Addis Ababa Bole International Airport,8.97789,38.799301,ET,Addis Ababa,ADD
Arba Minch Airport,6.03939,37.5905,ET,Arba Minch,AMH
Axum Airport,14.1468,38.7728,ET,Axum,AXU
Bahir Dar Airport,11.6081,37.321602,ET,Bahir Dar,BJR
Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,ET,Dire Dawa,DIR
Gambela Airport,8.12876,34.563099,ET,Gambela,GMB
Gondar Airport,12.5199,37.433998,ET,Azezo,GDQ
Gode Airport,5.93513011932,43.5786018372,ET,Gode,GDE
Harar Meda Airport,8.7163,39.0059,ET,Debre Zeyit,QHR
Wilwal International Airport,9.3325,42.9121,ET,Jijiga,JIJ
Jimma Airport,7.66609001159668,36.81660079956055,ET,Jimma,JIM
Kebri Dahar Airport,6.732577,44.241339,ET,Kebri Dahar,ABK
Hawassa International Airport,7.099869,38.396187,ET,Hawassa,AWA
Alula Aba Nega Airport,13.4674,39.533501,ET,Mekelle,MQX
Asosa Airport,10.018500328063965,34.586299896240234,ET,Asosa,ASO
Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,BI,Bujumbura,BJM
Egal International Airport,9.513207,44.082389,SO,Hargeisa,HGA
Berbera Airport,10.385035,44.936723,SO,Berbera,BBO
Kismayo Airport,-0.377353,42.459202,SO,Kismayo,KMU
Aden Adde International Airport,2.0144400596618652,45.3046989440918,SO,Mogadishu,MGQ
Djibouti-Ambouli Airport,11.5473,43.1595,DJ,Djibouti City,JIB
Birma Air Base,30.836599,30.936001,EG,Tanta,
Gebel El Basur Air Base,30.540501,30.5602,EG,Markaz Ad Delingat,
Al Mansurah Airbase,30.9676,31.4342,EG,Mansoura,
Abu Suwayr Air Base,30.57270050048828,32.095298767089844,EG,Abu Suwayr,
Bardawil International Airport,30.410714,33.15535,EG,El Hassana,RDL
Bilbeis Air Base,30.394899,31.6014,EG,Bilbeis,
Quesna Airport,30.579,31.1292,EG,Quesna,
El Alamein International Airport,30.924324,28.46161,EG,El Alamein,DBB
El Arish International Airport,31.078565,33.836791,EG,El Arish,AAC
Asyut International Airport,27.050818,31.016309,EG,Asyut,ATZ
Almaza Air Force Base,30.091702,31.359739,EG,El Nozha,
Borj El Arab International Airport,30.93249,29.696437,EG,Alexandria,HBE
Abu Simbel Airport,22.367657,31.609962,EG,Abu Simbel,ABS
Bani Sweif Air Base,29.20224,31.013471,EG,Bani Sweif,
Cairo International Airport,30.111534,31.396694,EG,Cairo,CAI
Capital International Airport,30.074293,31.84296,EG,New Cairo,CCE
Cairo West Air Base,30.107943,30.915222,EG,Cairo,
Hurghada International Airport,27.176776,33.796692,EG,Hurghada,HRG
El Jora Airport,31.078138,34.153131,EG,El Jora,EGH
Jiyanklis Air Base,30.819799,30.1912,EG,Abu El Matamir,
Ismailia Air Base,30.597951,32.235689,EG,Ismailia,
Luxor International Airport,25.674629,32.700012,EG,Luxor,LXR
Marsa Alam International Airport,25.555548,34.59245,EG,Marsa Alam,RMF
Marsa Matruh International Airport,31.325464,27.221716,EG,Marsa Matruh,MUH
Port Said International Airport,31.279285,32.240582,EG,Port Said,PSD
Saint Catherine International Airport,28.684601,34.062681,EG,Saint Catherine,SKV
Suhaj Mubarak International Airport,26.339115,31.737624,EG,Suhaj,HMB
Sharm El Sheikh International Airport,27.977272,34.394717,EG,Sharm El Sheikh,SSH
Aswan International Airport,23.968137,32.824445,EG,Aswan,ASW
Sphinx International Airport,30.108078,30.889252,EG,Al Jiza,SPX
Taba International Airport,29.594496,34.775752,EG,Taba,TCP
Asmara International Airport,15.291899681091309,38.910701751708984,ER,Asmara,ASM
Massawa International Airport,15.670000076293944,39.37009811401367,ER,Massawa,MSW
Assab International Airport,13.071800231933594,42.64500045776367,ER,Asab,ASA
Huai'an Lianshui International Airport,33.790833,119.125,CN,Huai'an,HIA
Juba International Airport,4.87201,31.601101,SS,Juba,JUB
Amboseli Airport,-2.645050048828125,37.25310134887695,KE,Amboseli National Park,ASV
Eldoret International Airport,0.4044579863548279,35.23889923095703,KE,Eldoret,EDL
Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,KE,Nairobi,NBO
Kisumu Airport,-0.0861390009522438,34.72890090942383,KE,Kisumu,KIS
Kitale Airport,0.971989,34.958599,KE,Kitale,KTL
Lokichoggio Airport,4.20412015914917,34.348201751708984,KE,Lokichoggio,LKG
Lodwar Airport,3.12197,35.6087,KE,Lodwar,LOK
Manda Airport,-2.252431,40.912892,KE,Lamu,LAU
Malindi Airport,-3.2293100357055664,40.10169982910156,KE,Malindi,MYD
Moi International Airport,-4.03483,39.5942,KE,Mombasa,MBA
Mara Serena Lodge Airstrip,-1.406111,35.008057,KE,Masai Mara,MRE
Nairobi Wilson Airport,-1.321720004081726,36.81480026245117,KE,Nairobi,WIL
Nanyuki Airport,-0.062399,37.041008,KE,Nanyuki,NYK
Moi Air Base,-1.27726995945,36.8623008728,KE,Nairobi,
Wajir Airport,1.73324,40.091599,KE,Wajir,WJR
Matan al-Sarra Air Base,21.6877,21.8309,LY,,
Bombah Airport,32.4529,23.118601,LY,Bombah,
Okba Ibn Nafa Air Base,32.473400116,11.8978996277,LY,,
Sirt International Airport / Ghardabiya Airbase,31.063499,16.594999,LY,Sirt,SRX
Ghat Airport,25.1455993652,10.1426000595,LY,Ghat,GHT
Kufra Airport,24.178699493408203,23.31399917602539,LY,Kufra,AKF
Benina International Airport,32.096802,20.269501,LY,Benina,BEN
Mitiga International Airport,32.89177,13.287878,LY,Tripoli,MJI
Al Abraq International Airport,32.7887,21.9643,LY,Al Albraq,LAQ
Sabha Airport,26.992452,14.466162,LY,Sabha,SEB
Marsa al Brega Airport,30.378099,19.576401,LY,Marsa al Brega,LMQ
Ghadames East Airport,30.15169906616211,9.715310096740724,LY,Ghadames,LTD
Gisenyi Airport,-1.6771999597549438,29.258899688720703,RW,Gisenyi,GYI
Kigali International Airport,-1.96863,30.1395,RW,Kigali,KGL
Kamembe Airport,-2.462239980697632,28.907899856567383,RW,Kamembe,KME
Dongola Airport,19.153900146499996,30.4300994873,SD,Dongola,DOG
Paloich Airport,10.529167,32.500556,SS,Higleig,
El Fasher Airport,13.61489963531494,25.32460021972656,SD,El Fasher,ELF
Kassala Airport,15.387499809265137,36.328800201416016,SD,Kassala,KSL
Merowe Airport,18.443333,31.843333,SD,Merowe,MWE
Nyala Airport,12.0535,24.9562,SD,Nyala,UYL
El-Obeid Airport,13.1532,30.2327,SD,El-Obeid,EBD
Port Sudan New International Airport,19.4335994720459,37.234100341796875,SD,Port Sudan,PZU
Sabera Geneina Airport,13.4774,22.53722,SD,Geneina,
Khartoum International Airport,15.5895,32.5532,SD,Khartoum,KRT
Malakal Airport,9.55897,31.652201,SS,Malakal,MAK
Wau Airport,7.72583,27.975,SS,Wau,WUU
Arusha Airport,-3.3677899837493896,36.63330078125,TZ,Arusha,ARK
Julius Nyerere International Airport,-6.87811,39.202599,TZ,Dar es Salaam,DAR
Dodoma Airport,-6.17044,35.752602,TZ,Dodoma,DOD
Songwe Airport,-8.919942,33.273981,TZ,Mbeya,MBI
Iringa Airport,-7.66863,35.752102,TZ,Nduli,IRI
Kilimanjaro International Airport,-3.42941,37.074501,TZ,Arusha,JRO
Lake Manyara Airport,-3.37631,35.818298,TZ,Lake Manyara National Park,LKY
Mtwara Airport,-10.336204,40.181997,TZ,Mtwara,MYW
Mwanza Airport,-2.4444899559020996,32.932701110839844,TZ,Mwanza,MWZ
Pemba Airport,-5.25726,39.811401,TZ,Chake Chake,PMA
Tanga Airport,-5.09236,39.071201,TZ,Tanga,TGT
Abeid Amani Karume International Airport,-6.22202,39.224899,TZ,Zanzibar,ZNZ
Kalocsa-Foktő Airfield,46.549613,18.942421,HU,Kalocsa/Foktő,
Arua Airport,3.049152,30.911714,UG,Arua,RUA
Entebbe International Airport,0.042386,32.443501,UG,Kampala,EBB
Gulu Airport,2.8055601119995117,32.27180099487305,UG,Gulu,ULU
Soroti Airport,1.7276899814605713,33.622798919677734,UG,Soroti,SRT
Chengdu Huaizhou Airport,30.677339,104.529397,CN,Chengdu (Jintang),HZU
Indigo Bay Lodge Airport,-21.708,35.452801,MZ,Bazaruto Island,IBL
Sangia Nibandera Airport,-4.338158,121.524047,ID,Kolaka,KXB
Dhoho International Airport,-7.750278,111.947222,ID,Kediri,DHX
Namniwel Airport,-3.143159,126.976469,ID,Namniwel,NAM
Tebelian Airport,-0.045214,111.458049,ID,Sintang,SQG
Bilogai-Sugapa Airport,-3.739503,137.031183,ID,Sugapa,UGU
Jakkur Aerodrome,13.07674,77.597645,IN,Bengaluru,
Ayodhya Airport,26.751283,82.155295,IN,Faizabad,AYJ
Manohar International Airport,15.744257,73.860625,IN,Mopa,GOX
Rashtrakavi Kuvempu Airport,13.858024,75.618868,IN,Shimoga,RQY
Itanagar Donyi Polo Hollongi Airport,26.96683,93.638792,IN,Hollongi,HGI
Sant Gadge Baba Yavatmal Airport,20.395781,78.216272,IN,Yavatmal,
H1 New Air Base,33.816262,41.436712,IQ,Anah,
H2 Air Base,33.36372375488281,40.5880241394043,IQ,,
H3 Air Base,32.92938232421875,39.74510192871094,IQ,,
H3 Northwest AFB,33.07456970214844,39.59961700439453,IQ,,
H3 Southwest Air Base,32.74492645263672,39.59955596923828,IQ,,
Jalibah Southeast Air Base,30.546518,46.602779,IQ,Jalibah,
Kut Al Hayy East Air Base,32.11684036254883,46.38224029541016,IQ,,
Qalat Salih Air Base,31.456581115722656,47.289791107177734,IQ,,
Rasheed Air Base,33.279327,44.493706,IQ,Baghdad,
Ruwayshid Air Base,32.40611267089844,39.12361145019531,IQ,,
Sahl Sinjar Air Base,35.8592643737793,42.14213943481445,IQ,,
Salum Air Base,34.1640739440918,44.7469482421875,IQ,,
Samarra East Air Base / Dhuluiya Airport,34.16554,44.264304,IQ,Dhuluiya,
Tal Ashtah New Air Base,35.139721,44.133888,IQ,,
Tuz Khurmatu Air Base,34.93722152709961,44.4827766418457,IQ,,
Wadi Al Khirr New Air Base,31.417402267456055,43.1823616027832,IQ,,
Oghab 44 Airbase,28.04816,55.521791,IR,Tarom Rural District,
New Ishigaki Airport,24.396389,124.245,JP,Ishigaki,ISG
Daxing'anling Elunchun Airport,50.371389,124.1175,CN,Jiagedaqi,JGD
Qianjiang Wulingshan Airport,29.5133333333,108.831111111,CN,Qianjiang,JIQ
Comandante Ariston Pessoa Airport,-2.906425,-40.357338,BR,Cruz,JJD
Jinzhou Bay Airport,40.936032,121.277114,CN,Jinzhou (Linghai),JNZ
King Feisal Air Base,30.3435,36.147701,JO,Al-Jafr,
Boulder City Municipal Airport,35.947161,-114.858799,US,Boulder City,BLD
Mesquite International Airport,36.833105,-114.055928,US,Mesquite,MFH
Van Zandt County Regional Airport,32.681499,-95.9841,US,Wills Point,
South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799,US,Andalusia/Opp,
Lehigh Valley International Airport,40.651773,-75.442797,US,Allentown,ABE
Abilene Regional Airport,32.4113006592,-99.6819000244,US,Abilene,ABI
Albuquerque International Sunport,35.039976,-106.608925,US,Albuquerque,ABQ
Aberdeen Regional Airport,45.449100494384766,-98.42179870605467,US,Aberdeen,ABR
Southwest Georgia Regional Airport,31.532946,-84.196215,US,Albany,ABY
Nantucket Memorial Airport,41.25310135,-70.06020355,US,Nantucket,ACK
Waco Regional Airport,31.611299514770508,-97.23049926757812,US,Waco,ACT
California Redwood Coast-Humboldt County Airport,40.978101,-124.109,US,Arcata/Eureka,ACV
Atlantic City International Airport,39.45759963989258,-74.57720184326172,US,Atlantic City,ACY
Ada Regional Airport,34.805214,-96.671988,US,Ada,ADT
Joint Base Andrews,38.810799,-76.866997,US,Camp Springs,ADW
Alexandria International Airport,31.3274,-92.549797,US,Alexandria,AEX
Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,US,Fort Worth,AFW
Allegheny County Airport,40.354401,-79.930199,US,Pittsburgh,AGC
Augusta Regional At Bush Field,33.3699,-81.9645,US,Augusta,AGS
Athens Ben Epps Airport,33.948842,-83.325634,US,Athens,AHN
Alliance Municipal Airport,42.052543,-102.803965,US,Alliance,AIA
Akron Fulton International Airport,41.037355,-81.46784,US,Akron,AKC
Albany International Airport,42.74829864501953,-73.80169677734375,US,Albany,ALB
Alice International Airport,27.7409,-98.026901,US,Alice,ALI
Alamogordo White Sands Regional Airport,32.837818,-105.993149,US,Alamogordo,ALM
St Louis Regional Airport,38.89030075069999,-90.0459976196,US,Alton/St Louis,ALN
Waterloo Regional Airport,42.557098388671875,-92.40029907226562,US,Waterloo,ALO
San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,US,Alamosa,ALS
Walla Walla Regional Airport,46.09489822,-118.288002,US,Walla Walla,ALW
Rick Husband Amarillo International Airport,35.219398,-101.706001,US,Amarillo,AMA
Anniston Regional Airport,33.5882,-85.8581,US,Anniston,ANB
Anderson Regional Airport,34.4945983887,-82.70939636230001,US,Anderson,AND
Altoona Blair County Airport,40.296398,-78.32,US,Altoona,AOO
Centennial Airport,39.57009888,-104.848999,US,Denver,APA
Naples Municipal Airport,26.1525993347,-81.7752990723,US,Naples,APF
Phillips Army Air Field,39.466202,-76.1688,US,Aberdeen,APG
Alpena County Regional Airport,45.0780983,-83.56030273,US,Alpena,APN
Acadiana Regional Airport,30.0378,-91.883904,US,New Iberia,ARA
Watertown International Airport,43.991901,-76.021698,US,Watertown,ART
